residence_panel,industry_bucket,industry_segment,employer,education,n
Lives in BS,unknown,unknown,"Alpha program, future scientists",biotechnology,1
Lives in BS,unknown,unknown,Alstom Transport,unknown,1
Lives in BS,unknown,unknown,Altera,unknown,1
Lives in BS,unknown,unknown,Altshuler Shaham,unknown,1
Lives in BS,unknown,unknown,Alzan Earthworks and Development Ltd,business_administration,1
Lives in BS,high_tech,software_it_services,Amazon,computer_science,1
Lives in BS,healthcare,healthcare_provider,American Medical Laboratories,unknown,1
Lives in BS,unknown,unknown,Ametrine Technologies,business_administration,1
Lives in BS,high_tech,other_high_tech,Amidan Engineering,industrial_engineering,1
Lives in BS,unknown,unknown,Amitai,unknown,1
Lives in BS,unknown,unknown,Amphorae Winery,unknown,1
Lives in BS,unknown,unknown,Amppera Ltd.,unknown,1
Lives in BS,unknown,unknown,Analyst - אנליסט,unknown,1
Lives in BS,high_tech,other_high_tech,Antidote Health,unknown,1
Lives in BS,unknown,unknown,Apartment List,unknown,1
Lives in BS,unknown,unknown,Apiiro,unknown,1
Lives in BS,unknown,unknown,Appdome,unknown,1
Lives in BS,high_tech,software_it_services,Apple,electrical_and_computer_engineering,1
Lives in BS,unknown,unknown,Appleseeds | עמותת תפוח,unknown,1
Lives in BS,unknown,unknown,Applied Sapphire Ltd.,unknown,1
Lives in BS,unknown,unknown,Applied Spectral Imaging (ASI),unknown,1
Lives in BS,high_tech,other_high_tech,Apprentice,unknown,1
Lives in BS,high_tech,other_high_tech,Appsforce,unknown,1
Lives in BS,unknown,unknown,Arad municipalty,unknown,1
Lives in BS,unknown,unknown,Arava International Centre for Agricultural Training,unknown,1
Lives in BS,high_tech,other_high_tech,Aristocrat Interactive,unknown,1
Lives in BS,unknown,unknown,Arkadi & Co.,unknown,1
Lives in BS,unknown,unknown,"Arnon, Tadmor-Levy",unknown,1
Lives in BS,unknown,unknown,Arzey Hanegev,business_administration,1
Lives in BS,unknown,unknown,Ashkelon Academic College,psychology,1
Lives in BS,unknown,unknown,Ashkelon Academic College,unknown,1
Lives in BS,unknown,unknown,Ashkenazy Zalsman,unknown,1
Lives in BS,unknown,unknown,Ashtrom Renewable Energy,unknown,1
Lives in BS,unknown,unknown,Asran,unknown,1
Lives in BS,unknown,unknown,"Association for Children at Risk, Israel",business_administration,1
Lives in BS,healthcare,healthcare_provider,Assuta Medical Centers,nursing,1
Lives in BS,healthcare,healthcare_provider,Assuta Medical Centers,stem,1
Lives in BS,unknown,unknown,Ateed,unknown,1
Lives in BS,unknown,unknown,Atera,unknown,1
Lives in BS,unknown,unknown,Atid - Human Resources,unknown,1
Lives in BS,unknown,unknown,Atlas Social Investments,unknown,1
Lives in BS,unknown,unknown,Attas,unknown,1
Lives in BS,unknown,unknown,AudioCodes,unknown,1
Lives in BS,unknown,unknown,Authority for the Development and Settlement of the Bedouin in the Negev,unknown,1
Lives in BS,unknown,unknown,AutoBrains Technologies (formerly Cartica AI),unknown,1
Lives in BS,high_tech,other_high_tech,Autobrains Technologies,unknown,1
Lives in BS,unknown,unknown,Automagic,unknown,1
Lives in BS,high_tech,other_high_tech,Autotalks,unknown,1
Lives in BS,unknown,unknown,Aviation,unknown,1
Lives in BS,unknown,unknown,Avisror,unknown,1
Lives in BS,unknown,unknown,Aviv AMCG,industrial_engineering,1
Lives in BS,unknown,unknown,Avrot Industries Ltd,unknown,1
Lives in BS,unknown,unknown,AxoTrax,unknown,1
Lives in BS,unknown,unknown,Axon Vision,unknown,1
Lives in BS,high_tech,other_high_tech,Axonius,unknown,1
Lives in BS,unknown,unknown,Ayalim Association,unknown,1
Lives in BS,unknown,unknown,Ayalon Motors LTD,unknown,1
Lives in BS,unknown,unknown,Azata Banot,linguistics,1
Lives in BS,unknown,unknown,B-ZONE,unknown,1
Lives in BS,unknown,unknown,BASF,unknown,1
Lives in BS,unknown,unknown,BDO Israel,unknown,1
Lives in BS,unknown,unknown,BDO Ziv Haft Israel,unknown,1
Lives in BS,unknown,unknown,BDR Technologies,unknown,1
Lives in BS,unknown,unknown,BEL GROUP / BEL Composite Iberica S.L. (BEL PRESSURE VESSELS),unknown,1
Lives in BS,unknown,unknown,BEL Group,unknown,1
Lives in BS,unknown,unknown,BEL Technologies Ltd,mechanical_engineering,1
Lives in BS,unknown,unknown,BEREBIGROUP,unknown,1
Lives in BS,unknown,unknown,BGN,unknown,1
Lives in BS,high_tech,other_high_tech,BGN Technologies,unknown,1
Lives in BS,unknown,unknown,BGRacing,electrical_engineering,1
Lives in BS,unknown,unknown,BGRacing,mechanical_engineering,1
Lives in BS,unknown,unknown,BGU,biology,1
Lives in BS,unknown,unknown,BGU,unknown,1
Lives in BS,unknown,academic,BGU International,data_science,1
Lives in BS,unknown,unknown,BGU Nano Fabrication Center,unknown,1
Lives in BS,high_tech,software_it_services,BIGVU,unknown,1
Lives in BS,unknown,defense_aerospace,BIGVU,unknown,1
Lives in BS,unknown,unknown,BNY,unknown,1
Lives in BS,healthcare,healthcare_provider,BRIUTA-CARE,unknown,1
Lives in BS,unknown,unknown,"BSE GROUP, INC.",industrial_engineering,1
Lives in BS,unknown,unknown,BTG A Ferring Company,medical,1
Lives in BS,unknown,unknown,BUGSEC,unknown,1
Lives in BS,unknown,unknown,Babcom Centers,unknown,1
Lives in BS,unknown,unknown,Balcony.io,unknown,1
Lives in BS,unknown,unknown,Bar Giora B7,unknown,1
Lives in BS,public_sector,academic,Bar-Ilan University,psychology,1
Lives in BS,unknown,unknown,Barak violin,unknown,1
Lives in BS,unknown,unknown,Baran Advanced Technologies,non_stem,1
Lives in BS,high_tech,other_high_tech,Baran Israel,mechanical_engineering,1
Lives in BS,healthcare,healthcare_provider,Barzilai Medical Center,unknown,1
Lives in BS,healthcare,healthcare_provider,Barzilai University Medical Center,medicine,1
Lives in BS,unknown,unknown,Bayit Brigade,business_administration,1
Lives in BS,unknown,unknown,Be'er Sheva Mental Health Center,unknown,1
Lives in BS,unknown,unknown,Be'er Sheva municipality,geography,1
Lives in BS,unknown,unknown,Be'er-Sova,unknown,1
Lives in BS,high_tech,other_high_tech,Be'eri print,unknown,1
Lives in BS,unknown,unknown,Be-Atzmi בעצמי,unknown,1
Lives in BS,unknown,unknown,Beach Bum,unknown,1
Lives in BS,high_tech,software_it_services,BeamUP,unknown,1
Lives in BS,unknown,unknown,BeamUP,unknown,1
Lives in BS,healthcare,healthcare_provider,Beer Sheva Mental Health Center/FOHS BGU,unknown,1
Lives in BS,unknown,unknown,Beer Sheva Municipality,social_work,1
Lives in BS,high_tech,other_high_tech,Beer Sheva Municipality,unknown,1
Lives in BS,unknown,unknown,Beer Sheva Rotary Club D-2490,unknown,1
Lives in BS,unknown,unknown,Beer sheva,social_work,1
Lives in BS,unknown,unknown,Beer sova,unknown,1
Lives in BS,unknown,unknown,Beit Balev,unknown,1
Lives in BS,unknown,unknown,Beit Ekstein | בית אקשטיין מקבוצת דנאל,unknown,1
Lives in BS,unknown,unknown,Beit Yatziv,unknown,1
Lives in BS,unknown,unknown,Beit yatziv,unknown,1
Lives in BS,unknown,unknown,Ben Gurion & TA University,unknown,1
Lives in BS,unknown,unknown,Ben Gurion Univerity,unknown,1
Lives in BS,public_sector,academic,Ben-Gurion University Student Union,social_work,1
Lives in BS,public_sector,academic,Ben-Gurion University of the Negev,accounting_and_finance,1
Lives in BS,public_sector,academic,Ben-Gurion University of the Negev,behavioral_sciences,1
Lives in BS,public_sector,academic,Ben-Gurion University of the Negev,data_science,1
Lives in BS,public_sector,academic,Ben-Gurion University of the Negev,linguistics,1
Lives in BS,public_sector,academic,Ben-Gurion University of the Negev,medical,1
Lives in BS,public_sector,academic,Ben-Gurion University of the Negev,public_policy,1
Lives in BS,public_sector,academic,Ben-Gurion University of the Negev,social_work,1
Lives in BS,public_sector,academic,Ben-Gurion University of the Negev Israel,unknown,1
Lives in BS,public_sector,academic,Ben-Gurion University of the Negev and Ecology wise,unknown,1
Lives in BS,public_sector,academic,"Ben-Gurion University of the Negev, Israel",biology,1
Lives in BS,public_sector,academic,"Ben-Gurion University of the Negev, Prof. Amir Shapiro's robotics and control lab",unknown,1
Lives in BS,public_sector,academic,"Ben-Gurion University of the Negev, The Department of Physical Therapy",unknown,1
Lives in BS,public_sector,academic,Ben-Gurion University student Union,unknown,1
Lives in BS,public_sector,academic,"Ben-Gurion University, Dept. of ECE",unknown,1
Lives in BS,public_sector,academic,"Ben-Gurion University, Zukerberg Water Institute, Sde Boker campus",unknown,1
Lives in BS,public_sector,academic,Ben-Gurion Universityof the Negev,biology,1
Lives in BS,unknown,unknown,Benny Slotky - Management & Safety Engineeiring,unknown,1
Lives in BS,unknown,unknown,BestBrain,unknown,1
Lives in BS,high_tech,other_high_tech,Bet Shemesh Engines Ltd.,mechanical_engineering,1
Lives in BS,unknown,unknown,Beta Finance,unknown,1
Lives in BS,unknown,unknown,Beyond Air®,medicine,1
Lives in BS,unknown,unknown,Bezeq,psychology,1
Lives in BS,unknown,unknown,Bezeq The Israel Telecommunication Corp.,unknown,1
Lives in BS,unknown,unknown,Be’er Sheva Economic Development Company,unknown,1
Lives in BS,unknown,unknown,BioT Medical,unknown,1
Lives in BS,unknown,unknown,Biolab chemicals,unknown,1
Lives in BS,unknown,unknown,"Biolojic Design, Ltd.",unknown,1
Lives in BS,unknown,unknown,Biomica Ltd.,unknown,1
Lives in BS,unknown,unknown,Bitsight,unknown,1
Lives in BS,public_sector,academic,"Blaustein Institutes for Desert Research, Ben Gurion University of the Negev",unknown,1
Lives in BS,unknown,unknown,Blikemah Bakery,unknown,1
Lives in BS,unknown,academic,Blood Brain Barrier | VatineLab,unknown,1
Lives in BS,unknown,unknown,Bloomberg LP,unknown,1
Lives in BS,unknown,unknown,Blue Squar Real Estate,economics,1
Lives in BS,unknown,unknown,Boehringer Ingelheim,unknown,1
Lives in BS,unknown,unknown,BondIT Ltd.,unknown,1
Lives in BS,unknown,unknown,Bordofashion design,non_stem,1
Lives in BS,unknown,unknown,Boutiquo Tourism,unknown,1
Lives in BS,unknown,unknown,Bowling,unknown,1
Lives in BS,unknown,unknown,Brain Stimulation and Behavior Laboratory,unknown,1
Lives in BS,unknown,unknown,Brendela,unknown,1
Lives in BS,high_tech,other_high_tech,Brevel,unknown,1
Lives in BS,unknown,unknown,Bridges to Academy,unknown,1
Lives in BS,high_tech,software_it_services,Bright Data,unknown,1
Lives in BS,unknown,unknown,BrightSource Energy,economics,1
Lives in BS,high_tech,software_it_services,Broadcom,unknown,1
Lives in BS,high_tech,other_high_tech,Bromine Compounds,unknown,1
Lives in BS,unknown,unknown,Bta-betihot-arzit-ltd,business_administration,1
Lives in BS,high_tech,software_it_services,Buddy. Mobile,unknown,1
Lives in BS,unknown,unknown,Byader,unknown,1
Lives in BS,unknown,unknown,Bynet Systems Applications בינת יישום מערכות,unknown,1
Lives in BS,unknown,unknown,CAMERA on Campus Israel,unknown,1
Lives in BS,unknown,unknown,CAROLINA LEMKE LIMITED,unknown,1
Lives in BS,unknown,unknown,CBC Group,unknown,1
Lives in BS,public_sector,academic,CBG - Cyber@Ben-Gurion University,stem,1
Lives in BS,unknown,unknown,CBG Labs,industrial_engineering,1
Lives in BS,unknown,unknown,CBRE Global Workplace Solutions (GWS),unknown,1
Lives in BS,unknown,unknown,CBX Therapeutics,unknown,1
Lives in BS,unknown,unknown,CHEMO AHARON LTD.,unknown,1
Lives in BS,unknown,unknown,CHU de Limoges,unknown,1
Lives in BS,unknown,unknown,CPA,business_administration,1
Lives in BS,unknown,unknown,CTS Ltd,unknown,1
Lives in BS,high_tech,other_high_tech,CaPow,unknown,1
Lives in BS,unknown,unknown,CaPow Technologies Ltd.,unknown,1
Lives in BS,high_tech,other_high_tech,Cadence Design Systems,unknown,1
Lives in BS,high_tech,software_it_services,Cadence Design Systems,unknown,1
Lives in BS,unknown,unknown,Cal (Israel Credit Cards),economics,1
Lives in BS,unknown,unknown,Campus Project at Shikun&Binui Solel Boneh Infrastructure Ltd.,unknown,1
Lives in BS,unknown,unknown,Captain's Eye,unknown,1
Lives in BS,unknown,unknown,Carasso Science Park,unknown,1
Lives in BS,unknown,unknown,Cargo Finance,economics,1
Lives in BS,unknown,unknown,Carimon,unknown,1
Lives in BS,high_tech,other_high_tech,Carmel Olefins,unknown,1
Lives in BS,unknown,unknown,Carmit Candy Industries ltd,unknown,1
Lives in BS,unknown,unknown,Case Western Reserve University School of Medicine,medicine,1
Lives in BS,high_tech,software_it_services,Cato Networks,unknown,1
Lives in BS,unknown,unknown,Cato Networks,unknown,1
Lives in BS,unknown,unknown,Caura AI,unknown,1
Lives in BS,unknown,unknown,Cellcom,unknown,1
Lives in BS,unknown,unknown,Cellebrite,unknown,1
Lives in BS,public_sector,academic,"Center for Decision Making and Economic Psychology (DMEP), Ben Gurion University of the Negev",unknown,1
Lives in BS,unknown,unknown,Center for Loss Prevention in the Process Industries Ltd,unknown,1
Lives in BS,unknown,unknown,Centific,unknown,1
Lives in BS,unknown,unknown,Central Bottling Company,unknown,1
Lives in BS,unknown,unknown,"Central Drug Research Institute, Lucknow",unknown,1
Lives in BS,unknown,unknown,"Ceva, Inc.",unknown,1
Lives in BS,unknown,unknown,Chainalysis,unknown,1
Lives in BS,unknown,unknown,Chanja Datti Recycling Co Ltd,biology,1
Lives in BS,unknown,unknown,Chat Coder,unknown,1
Lives in BS,unknown,unknown,Check Point Software,stem,1
Lives in BS,high_tech,other_high_tech,Check Point Software Technologies,unknown,1
Lives in BS,high_tech,software_it_services,Check Point Software Technologies Ltd,unknown,1
Lives in BS,unknown,unknown,"Check Point Software Technologies, Ltd.",unknown,1
Lives in BS,unknown,unknown,ChemAgis an API Division of Perrigo,unknown,1
Lives in BS,unknown,unknown,Chemada Fine Chemicals,unknown,1
Lives in BS,unknown,unknown,Cherrypick Consulting,unknown,1
Lives in BS,healthcare,healthcare_provider,Children's Hospital Boston,unknown,1
Lives in BS,unknown,unknown,Cimatron,unknown,1
Lives in BS,unknown,unknown,City of Arad,unknown,1
Lives in BS,high_tech,other_high_tech,Civan Advanced Technologies,unknown,1
Lives in BS,high_tech,other_high_tech,Civil Engineer,unknown,1
Lives in BS,unknown,unknown,Civil Service Commission | נציבות שירות המדינה,unknown,1
Lives in BS,unknown,unknown,Clal Insurance,unknown,1
Lives in BS,unknown,unknown,Clal Insurance & Finance- כלל ביטוח ופיננסים,unknown,1
Lives in BS,healthcare,healthcare_provider,Clalit Health Services,medicine,1
Lives in BS,healthcare,healthcare_provider,Clalit Health Services,nursing,1
Lives in BS,unknown,unknown,Clalit IT & Digital Division,unknown,1
Lives in BS,unknown,unknown,Clariant,unknown,1
Lives in BS,unknown,unknown,Clarivate,unknown,1
Lives in BS,high_tech,software_it_services,Claroty,unknown,1
Lives in BS,unknown,unknown,Claroty,unknown,1
Lives in BS,unknown,unknown,Clean Air Technologies,unknown,1
Lives in BS,healthcare,healthcare_provider,"Clinical Research Center, Soroka University Medical Center, Israel",unknown,1
Lives in BS,high_tech,other_high_tech,ClosedAI,computer_science,1
Lives in BS,unknown,unknown,Cloudify.co,unknown,1
Lives in BS,unknown,unknown,Coddy,unknown,1
Lives in BS,high_tech,software_it_services,Code Kings,unknown,1
Lives in BS,unknown,unknown,Codeaware.ai,unknown,1
Lives in BS,unknown,unknown,Cognizant,unknown,1
Lives in BS,unknown,unknown,CollPlant,unknown,1
Lives in BS,unknown,unknown,Colors Aquaculture,unknown,1
Lives in BS,unknown,unknown,"Combat Methods & Innovation Division (CMI), IDF",unknown,1
Lives in BS,unknown,unknown,Combe Group,unknown,1
Lives in BS,unknown,unknown,Commugen,unknown,1
Lives in BS,unknown,unknown,Community Theater at the Negev.,psychology,1
Lives in BS,unknown,unknown,Complete Business solutions,unknown,1
Lives in BS,unknown,unknown,Complex Data Analytics Lab - BGU,unknown,1
Lives in BS,high_tech,other_high_tech,Comtal Technologies and Engineering Group,mechanical_engineering,1
Lives in BS,unknown,unknown,Confidential Manufacturing Company,unknown,1
Lives in BS,unknown,unknown,Conifers.ai,unknown,1
Lives in BS,high_tech,software_it_services,Connecteam,unknown,1
Lives in BS,unknown,unknown,Consul - Accelerating Businesses,unknown,1
Lives in BS,unknown,unknown,Consultant,unknown,1
Lives in BS,unknown,unknown,Contractor company,psychology,1
Lives in BS,unknown,unknown,ControlUp,unknown,1
Lives in BS,high_tech,other_high_tech,Coool Energy,unknown,1
Lives in BS,unknown,unknown,Coool Energy,unknown,1
Lives in BS,unknown,unknown,CooperVision,unknown,1
Lives in BS,unknown,unknown,Coppia,unknown,1
Lives in BS,high_tech,other_high_tech,CopterPIX PRO Ltd,unknown,1
Lives in BS,unknown,unknown,CopterPIX PRO Ltd,unknown,1
Lives in BS,unknown,unknown,Correspondent Services,unknown,1
Lives in BS,unknown,unknown,Council for Scientific and Industrial Research (CSIR),unknown,1
Lives in BS,unknown,unknown,Courts Guard,stem,1
Lives in BS,unknown,unknown,Cradlepoint,unknown,1
Lives in BS,unknown,unknown,Cramim Insurance Agency Ltd,unknown,1
Lives in BS,high_tech,software_it_services,CrazyLabs,unknown,1
Lives in BS,unknown,cyber_security,CrowdStrike,unknown,1
Lives in BS,unknown,unknown,CrystalVision Integrated Solutions,unknown,1
Lives in BS,unknown,unknown,Customer Experience,unknown,1
Lives in BS,unknown,unknown,CyITS,unknown,1
Lives in BS,high_tech,software_it_services,Cyabra,unknown,1
Lives in BS,unknown,unknown,Cyber Company,unknown,1
Lives in BS,unknown,unknown,Cyber Education Center,industrial_engineering,1
Lives in BS,unknown,unknown,Cyber7- Israel’s Cyber Innovation Community,unknown,1
Lives in BS,high_tech,other_high_tech,CyberG,industrial_engineering,1
Lives in BS,unknown,unknown,CyberG,unknown,1
Lives in BS,high_tech,other_high_tech,CyberRidge,unknown,1
Lives in BS,unknown,unknown,Cyera,unknown,1
Lives in BS,unknown,unknown,Cyzea.io,unknown,1
Lives in BS,high_tech,other_high_tech,D. Bar-Akiva Consulting Engineers,unknown,1
Lives in BS,unknown,unknown,D. D. Peled Consultant,mechanical_engineering,1
